TIME,GEO,WST_OPER,UNIT,Value
2009,Luxembourg,Waste generated,Thousand tonnes,338
2009,Luxembourg,Waste treatment,Thousand tonnes,338
2009,Luxembourg,Recycling - material,Thousand tonnes,89
2009,Hungary,Waste generated,Thousand tonnes,"4,312"
2009,Hungary,Waste treatment,Thousand tonnes,"4,284"
2009,Hungary,Recycling - material,Thousand tonnes,576
2009,Malta,Waste generated,Thousand tonnes,268
2009,Malta,Waste treatment,Thousand tonnes,268
2009,Malta,Recycling - material,Thousand tonnes,10
2009,Netherlands,Waste generated,Thousand tonnes,"9,738"
2009,Netherlands,Waste treatment,Thousand tonnes,"9,738"
2009,Netherlands,Recycling - material,Thousand tonnes,"2,384"
2009,Austria,Waste generated,Thousand tonnes,"4,921"
2009,Austria,Waste treatment,Thousand tonnes,"4,788"
2009,Austria,Recycling - material,Thousand tonnes,"1,492"
2009,Poland,Waste generated,Thousand tonnes,"12,053"
2009,Poland,Waste treatment,Thousand tonnes,"10,054"
2009,Poland,Recycling - material,Thousand tonnes,"1,421"
2009,Portugal,Waste generated,Thousand tonnes,"5,496"
2009,Portugal,Waste treatment,Thousand tonnes,"5,496"
2009,Portugal,Recycling - material,Thousand tonnes,648
2009,Romania,Waste generated,Thousand tonnes,"7,768"
2009,Romania,Waste treatment,Thousand tonnes,"6,246"
2009,Romania,Recycling - material,Thousand tonnes,78
2009,Slovenia,Waste generated,Thousand tonnes,"1,069"
2009,Slovenia,Waste treatment,Thousand tonnes,851
2009,Slovenia,Recycling - material,Thousand tonnes,189
2009,Slovakia,Waste generated,Thousand tonnes,"1,654"
2009,Slovakia,Waste treatment,Thousand tonnes,"1,583"
2009,Slovakia,Recycling - material,Thousand tonnes,72
2009,Finland,Waste generated,Thousand tonnes,"2,562"
2009,Finland,Waste treatment,Thousand tonnes,"2,562"
2009,Finland,Recycling - material,Thousand tonnes,615
2009,Sweden,Waste generated,Thousand tonnes,"4,366"
2009,Sweden,Waste treatment,Thousand tonnes,"4,366"
2009,Sweden,Recycling - material,Thousand tonnes,"1,604"
2009,United Kingdom,Waste generated,Thousand tonnes,"32,507"
2009,United Kingdom,Waste treatment,Thousand tonnes,"32,224"
2009,United Kingdom,Recycling - material,Thousand tonnes,"7,890"
2009,Iceland,Waste generated,Thousand tonnes,132
2009,Iceland,Waste treatment,Thousand tonnes,132
2009,Iceland,Recycling - material,Thousand tonnes,21
2009,Norway,Waste generated,Thousand tonnes,"2,269"
2009,Norway,Waste treatment,Thousand tonnes,"2,240"
2009,Norway,Recycling - material,Thousand tonnes,620
2009,Switzerland,Waste generated,Thousand tonnes,"5,461"
2009,Switzerland,Waste treatment,Thousand tonnes,"5,461"
2009,Switzerland,Recycling - material,Thousand tonnes,"1,871"
2009,North Macedonia,Waste generated,Thousand tonnes,726
2009,North Macedonia,Waste treatment,Thousand tonnes,726
2009,Serbia,Waste generated,Thousand tonnes,"2,636"
2009,Serbia,Waste treatment,Thousand tonnes,"1,581"
2009,Turkey,Waste generated,Thousand tonnes,"30,196"
2009,Turkey,Waste treatment,Thousand tonnes,"26,015"
2009,Bosnia and Herzegovina,Waste generated,Thousand tonnes,"1,362"
2009,Bosnia and Herzegovina,Waste treatment,Thousand tonnes,"1,002"
2010,European Union - 28 countries,Waste generated,Thousand tonnes,"253,906"
2010,European Union - 28 countries,Waste treatment,Thousand tonnes,"247,802"
2010,European Union - 28 countries,Recycling - material,Thousand tonnes,"63,388"
2010,European Union - 27 countries (2007-2013),Waste generated,Thousand tonnes,"252,276"
2010,European Union - 27 countries (2007-2013),Waste treatment,Thousand tonnes,"246,198"
2010,European Union - 27 countries (2007-2013),Recycling - material,Thousand tonnes,"63,335"
2010,Belgium,Waste generated,Thousand tonnes,"4,953"
2010,Belgium,Waste treatment,Thousand tonnes,"4,791"
2010,Belgium,Recycling - material,Thousand tonnes,"1,672"
2010,Bulgaria,Waste generated,Thousand tonnes,"4,094"
2010,Bulgaria,Waste treatment,Thousand tonnes,"4,044"
2010,Bulgaria,Recycling - material,Thousand tonnes,"1,003"
2010,Czechia,Waste generated,Thousand tonnes,"3,334"
2010,Czechia,Waste treatment,Thousand tonnes,"3,186"
2010,Czechia,Recycling - material,Thousand tonnes,452
2010,Germany (until 1990 former territory of the FRG),Waste generated,Thousand tonnes,"49,237"
2010,Germany (until 1990 former territory of the FRG),Waste treatment,Thousand tonnes,"49,236"
2010,Germany (until 1990 former territory of the FRG),Recycling - material,Thousand tonnes,"22,476"
2010,Estonia,Waste generated,Thousand tonnes,406
2010,Estonia,Waste treatment,Thousand tonnes,340
2010,Estonia,Recycling - material,Thousand tonnes,41
2010,Ireland,Waste generated,Thousand tonnes,"2,846"
2010,Ireland,Waste treatment,Thousand tonnes,"2,622"
2010,Ireland,Recycling - material,Thousand tonnes,910
2010,Greece,Waste generated,Thousand tonnes,"5,917"
2010,Greece,Waste treatment,Thousand tonnes,"5,917"
2010,Greece,Recycling - material,Thousand tonnes,872
2010,Spain,Waste generated,Thousand tonnes,"23,774"
2010,Spain,Waste treatment,Thousand tonnes,"23,774"
2010,Spain,Recycling - material,Thousand tonnes,"4,175"
2010,France,Waste generated,Thousand tonnes,"34,609"
2010,France,Waste treatment,Thousand tonnes,"34,609"
2010,France,Recycling - material,Thousand tonnes,"6,937"
2010,Croatia,Waste generated,Thousand tonnes,"1,630"
2010,Croatia,Waste treatment,Thousand tonnes,"1,604"
2010,Croatia,Recycling - material,Thousand tonnes,53
2010,Italy,Waste generated,Thousand tonnes,"32,440"
2010,Italy,Waste treatment,Thousand tonnes,"30,505"
2010,Italy,Recycling - material,Thousand tonnes,"6,107"
2010,Cyprus,Waste generated,Thousand tonnes,571
2010,Cyprus,Waste treatment,Thousand tonnes,551
2010,Cyprus,Recycling - material,Thousand tonnes,61
2010,Latvia,Waste generated,Thousand tonnes,680
2010,Latvia,Waste treatment,Thousand tonnes,680
2010,Latvia,Recycling - material,Thousand tonnes,60
2010,Lithuania,Waste generated,Thousand tonnes,"1,253"
2010,Lithuania,Waste treatment,Thousand tonnes,"1,143"
2010,Lithuania,Recycling - material,Thousand tonnes,43
2010,Luxembourg,Waste generated,Thousand tonnes,344
2010,Luxembourg,Waste treatment,Thousand tonnes,344
2010,Luxembourg,Recycling - material,Thousand tonnes,93
2010,Hungary,Waste generated,Thousand tonnes,"4,033"
2010,Hungary,Waste treatment,Thousand tonnes,"4,033"
2010,Hungary,Recycling - material,Thousand tonnes,641
2010,Malta,Waste generated,Thousand tonnes,249
2010,Malta,Waste treatment,Thousand tonnes,239
2010,Malta,Recycling - material,Thousand tonnes,13
2010,Netherlands,Waste generated,Thousand tonnes,"9,484"
2010,Netherlands,Waste treatment,Thousand tonnes,"9,484"
2010,Netherlands,Recycling - material,Thousand tonnes,"2,354"
2010,Austria,Waste generated,Thousand tonnes,"4,701"
2010,Austria,Waste treatment,Thousand tonnes,"4,582"
2010,Austria,Recycling - material,Thousand tonnes,"1,272"
2010,Poland,Waste generated,Thousand tonnes,"12,032"
2010,Poland,Waste treatment,Thousand tonnes,"10,040"
2010,Poland,Recycling - material,Thousand tonnes,"1,783"
2010,Portugal,Waste generated,Thousand tonnes,"5,457"
2010,Portugal,Waste treatment,Thousand tonnes,"5,457"
2010,Portugal,Recycling - material,Thousand tonnes,619
2010,Romania,Waste generated,Thousand tonnes,"6,343"
2010,Romania,Waste treatment,Thousand tonnes,"5,645"
2010,Romania,Recycling - material,Thousand tonnes,162
2010,Slovenia,Waste generated,Thousand tonnes,"1,004"
2010,Slovenia,Waste treatment,Thousand tonnes,805
2010,Slovenia,Recycling - material,Thousand tonnes,203
2010,Slovakia,Waste generated,Thousand tonnes,"1,719"
2010,Slovakia,Waste treatment,Thousand tonnes,"1,666"
2010,Slovakia,Recycling - material,Thousand tonnes,98
2010,Finland,Waste generated,Thousand tonnes,"2,519"
2010,Finland,Waste treatment,Thousand tonnes,"2,519"
2010,Finland,Recycling - material,Thousand tonnes,495
2010,Sweden,Waste generated,Thousand tonnes,"4,115"
2010,Sweden,Waste treatment,Thousand tonnes,"4,115"
2010,Sweden,Recycling - material,Thousand tonnes,"1,414"
2010,United Kingdom,Waste generated,Thousand tonnes,"31,955"
2010,United Kingdom,Waste treatment,Thousand tonnes,"31,665"
2010,United Kingdom,Recycling - material,Thousand tonnes,"8,069"
2010,Iceland,Waste generated,Thousand tonnes,154
2010,Iceland,Waste treatment,Thousand tonnes,154
2010,Iceland,Recycling - material,Thousand tonnes,24
2010,Norway,Waste generated,Thousand tonnes,"2,295"
2010,Norway,Waste treatment,Thousand tonnes,"2,258"
2010,Norway,Recycling - material,Thousand tonnes,609
2010,Switzerland,Waste generated,Thousand tonnes,"5,565"
2010,Switzerland,Waste treatment,Thousand tonnes,"5,565"
2010,Switzerland,Recycling - material,Thousand tonnes,"1,878"
2010,North Macedonia,Waste generated,Thousand tonnes,721
2010,North Macedonia,Waste treatment,Thousand tonnes,721
2010,Serbia,Waste generated,Thousand tonnes,"2,650"
2010,Serbia,Waste treatment,Thousand tonnes,"1,889"
2010,Turkey,Waste generated,Thousand tonnes,"29,733"
2010,Turkey,Waste treatment,Thousand tonnes,"25,098"
2010,Bosnia and Herzegovina,Waste generated,Thousand tonnes,"1,276"
2010,Bosnia and Herzegovina,Waste treatment,Thousand tonnes,"1,042"
2011,European Union - 28 countries,Waste generated,Thousand tonnes,"250,383"
2011,European Union - 28 countries,Waste treatment,Thousand tonnes,"244,493"
2011,European Union - 28 countries,Recycling - material,Thousand tonnes,"64,433"
2011,European Union - 27 countries (2007-2013),Waste generated,Thousand tonnes,"248,738"
2011,European Union - 27 countries (2007-2013),Waste treatment,Thousand tonnes,"242,860"
2011,European Union - 27 countries (2007-2013),Recycling - material,Thousand tonnes,"64,310"
2011,Belgium,Waste generated,Thousand tonnes,"5,003"
2011,Belgium,Waste treatment,Thousand tonnes,"4,824"
2011,Belgium,Recycling - material,Thousand tonnes,"1,707"
2011,Bulgaria,Waste generated,Thousand tonnes,"3,732"
2011,Bulgaria,Waste treatment,Thousand tonnes,"3,547"
2011,Bulgaria,Recycling - material,Thousand tonnes,895
2011,Czechia,Waste generated,Thousand tonnes,"3,358"
2011,Czechia,Waste treatment,Thousand tonnes,"3,346"
2011,Czechia,Recycling - material,Thousand tonnes,496
2011,Denmark,Waste generated,Thousand tonnes,"4,349"
2011,Denmark,Waste treatment,Thousand tonnes,"4,348"
2011,Denmark,Recycling - material,Thousand tonnes,"1,187"
2011,Germany (until 1990 former territory of the FRG),Waste generated,Thousand tonnes,"50,237"
2011,Germany (until 1990 former territory of the FRG),Waste treatment,Thousand tonnes,"50,238"
2011,Germany (until 1990 former territory of the FRG),Recycling - material,Thousand tonnes,"23,135"
2011,Estonia,Waste generated,Thousand tonnes,399
2011,Estonia,Waste treatment,Thousand tonnes,332
2011,Estonia,Recycling - material,Thousand tonnes,58
2011,Ireland,Waste generated,Thousand tonnes,"2,823"
2011,Ireland,Waste treatment,Thousand tonnes,"2,558"
2011,Ireland,Recycling - material,Thousand tonnes,861
2011,Greece,Waste generated,Thousand tonnes,"5,586"
2011,Greece,Waste treatment,Thousand tonnes,"5,586"
2011,Greece,Recycling - material,Thousand tonnes,832
2011,Spain,Waste generated,Thousand tonnes,"22,672"
2011,Spain,Waste treatment,Thousand tonnes,"22,672"
2011,Spain,Recycling - material,Thousand tonnes,"3,782"
2011,France,Waste generated,Thousand tonnes,"34,790"
2011,France,Waste treatment,Thousand tonnes,"34,790"
2011,France,Recycling - material,Thousand tonnes,"7,184"
2011,Croatia,Waste generated,Thousand tonnes,"1,645"
2011,Croatia,Waste treatment,Thousand tonnes,"1,633"
2011,Croatia,Recycling - material,Thousand tonnes,123
2011,Italy,Waste generated,Thousand tonnes,"31,386"
2011,Italy,Waste treatment,Thousand tonnes,"29,928"
2011,Italy,Recycling - material,Thousand tonnes,"7,149"
2011,Cyprus,Waste generated,Thousand tonnes,572
2011,Cyprus,Waste treatment,Thousand tonnes,533
2011,Cyprus,Recycling - material,Thousand tonnes,72
2011,Latvia,Waste generated,Thousand tonnes,721
2011,Latvia,Waste treatment,Thousand tonnes,601
2011,Latvia,Recycling - material,Thousand tonnes,62
2011,Lithuania,Waste generated,Thousand tonnes,"1,339"
2011,Lithuania,Waste treatment,Thousand tonnes,"1,309"
2011,Lithuania,Recycling - material,Thousand tonnes,244
2011,Luxembourg,Waste generated,Thousand tonnes,345
2011,Luxembourg,Waste treatment,Thousand tonnes,345
2011,Luxembourg,Recycling - material,Thousand tonnes,98
2011,Hungary,Waste generated,Thousand tonnes,"3,809"
2011,Hungary,Waste treatment,Thousand tonnes,"3,809"
2011,Hungary,Recycling - material,Thousand tonnes,654
2011,Malta,Waste generated,Thousand tonnes,245
2011,Malta,Waste treatment,Thousand tonnes,231
2011,Malta,Recycling - material,Thousand tonnes,19
2011,Netherlands,Waste generated,Thousand tonnes,"9,479"
2011,Netherlands,Waste treatment,Thousand tonnes,"9,480"
2011,Netherlands,Recycling - material,Thousand tonnes,"2,291"
2011,Austria,Waste generated,Thousand tonnes,"4,807"
2011,Austria,Waste treatment,Thousand tonnes,"4,632"
2011,Austria,Recycling - material,Thousand tonnes,"1,146"
2011,Poland,Waste generated,Thousand tonnes,"12,129"
2011,Poland,Waste treatment,Thousand tonnes,"9,828"
2011,Poland,Recycling - material,Thousand tonnes,"1,173"
2011,Portugal,Waste generated,Thousand tonnes,"5,178"
2011,Portugal,Waste treatment,Thousand tonnes,"5,178"
2011,Portugal,Recycling - material,Thousand tonnes,595
2011,Romania,Waste generated,Thousand tonnes,"5,216"
2011,Romania,Waste treatment,Thousand tonnes,"4,713"
2011,Romania,Recycling - material,Thousand tonnes,173
2011,Slovenia,Waste generated,Thousand tonnes,852
2011,Slovenia,Waste treatment,Thousand tonnes,796
2011,Slovenia,Recycling - material,Thousand tonnes,258
2011,Slovakia,Waste generated,Thousand tonnes,"1,679"
2011,Slovakia,Waste treatment,Thousand tonnes,"1,599"
2011,Slovakia,Recycling - material,Thousand tonnes,104
2011,Finland,Waste generated,Thousand tonnes,"2,719"
2011,Finland,Waste treatment,Thousand tonnes,"2,718"
2011,Finland,Recycling - material,Thousand tonnes,592
2011,Sweden,Waste generated,Thousand tonnes,"4,246"
2011,Sweden,Waste treatment,Thousand tonnes,"4,248"
2011,Sweden,Recycling - material,Thousand tonnes,"1,408"
2011,United Kingdom,Waste generated,Thousand tonnes,"31,066"
2011,United Kingdom,Waste treatment,Thousand tonnes,"30,669"
2011,United Kingdom,Recycling - material,Thousand tonnes,"8,134"
2011,Iceland,Waste generated,Thousand tonnes,158
2011,Iceland,Waste treatment,Thousand tonnes,158
2011,Iceland,Recycling - material,Thousand tonnes,32
2011,Norway,Waste generated,Thousand tonnes,"2,403"
2011,Norway,Waste treatment,Thousand tonnes,"2,356"
2011,Norway,Recycling - material,Thousand tonnes,598
2011,Switzerland,Waste generated,Thousand tonnes,"5,478"
2011,Switzerland,Waste treatment,Thousand tonnes,"5,478"
2011,Switzerland,Recycling - material,Thousand tonnes,"1,895"
2011,Montenegro,Waste generated,Thousand tonnes,325
2011,Montenegro,Waste treatment,Thousand tonnes,237
2011,Montenegro,Recycling - material,Thousand tonnes,3
2011,North Macedonia,Waste generated,Thousand tonnes,735
2011,North Macedonia,Waste treatment,Thousand tonnes,735
2011,Serbia,Waste generated,Thousand tonnes,"2,710"
2011,Serbia,Waste treatment,Thousand tonnes,"2,090"
2011,Turkey,Waste generated,Thousand tonnes,"30,862"
2011,Turkey,Waste treatment,Thousand tonnes,"26,610"
2011,Bosnia and Herzegovina,Waste generated,Thousand tonnes,"1,307"
2011,Bosnia and Herzegovina,Waste treatment,Thousand tonnes,"1,034"
2012,European Union - 28 countries,Waste generated,Thousand tonnes,"245,246"
2012,European Union - 28 countries,Waste treatment,Thousand tonnes,"238,912"
2012,European Union - 28 countries,Recycling - material,Thousand tonnes,"65,602"
2012,European Union - 27 countries (2007-2013),Waste generated,Thousand tonnes,"243,576"
2012,European Union - 27 countries (2007-2013),Waste treatment,Thousand tonnes,"237,284"
2012,European Union - 27 countries (2007-2013),Recycling - material,Thousand tonnes,"65,382"
2012,Belgium,Waste generated,Thousand tonnes,"4,944"
2012,Belgium,Waste treatment,Thousand tonnes,"4,717"
2012,Belgium,Recycling - material,Thousand tonnes,"1,600"
2012,Bulgaria,Waste generated,Thousand tonnes,"3,364"
2012,Bulgaria,Waste treatment,Thousand tonnes,"3,164"
2012,Bulgaria,Recycling - material,Thousand tonnes,749
2012,Czechia,Waste generated,Thousand tonnes,"3,233"
2012,Czechia,Waste treatment,Thousand tonnes,"3,233"
2012,Czechia,Recycling - material,Thousand tonnes,665
2012,Denmark,Waste generated,Thousand tonnes,"4,421"
2012,Denmark,Waste treatment,Thousand tonnes,"4,421"
2012,Denmark,Recycling - material,Thousand tonnes,"1,135"
2012,Germany (until 1990 former territory of the FRG),Waste generated,Thousand tonnes,"49,759"
2012,Germany (until 1990 former territory of the FRG),Waste treatment,Thousand tonnes,"49,759"
2012,Germany (until 1990 former territory of the FRG),Recycling - material,Thousand tonnes,"23,596"
2012,Estonia,Waste generated,Thousand tonnes,371
2012,Estonia,Waste treatment,Thousand tonnes,247
2012,Estonia,Recycling - material,Thousand tonnes,52
2012,Ireland,Waste generated,Thousand tonnes,"2,693"
2012,Ireland,Waste treatment,Thousand tonnes,"2,439"
2012,Ireland,Recycling - material,Thousand tonnes,829
2012,Greece,Waste generated,Thousand tonnes,"5,463"
2012,Greece,Waste treatment,Thousand tonnes,"5,434"
2012,Greece,Recycling - material,Thousand tonnes,747
2012,Spain,Waste generated,Thousand tonnes,"21,896"
2012,Spain,Waste treatment,Thousand tonnes,"21,896"
2012,Spain,Recycling - material,Thousand tonnes,"4,277"
2012,France,Waste generated,Thousand tonnes,"34,484"
2012,France,Waste treatment,Thousand tonnes,"34,484"
2012,France,Recycling - material,Thousand tonnes,"7,293"
2012,Croatia,Waste generated,Thousand tonnes,"1,670"
2012,Croatia,Waste treatment,Thousand tonnes,"1,627"
2012,Croatia,Recycling - material,Thousand tonnes,220
2012,Italy,Waste generated,Thousand tonnes,"29,994"
2012,Italy,Waste treatment,Thousand tonnes,"28,765"
2012,Italy,Recycling - material,Thousand tonnes,"7,177"
2012,Cyprus,Waste generated,Thousand tonnes,568
2012,Cyprus,Waste treatment,Thousand tonnes,528
2012,Cyprus,Recycling - material,Thousand tonnes,70
2012,Latvia,Waste generated,Thousand tonnes,658
2012,Latvia,Waste treatment,Thousand tonnes,615
2012,Latvia,Recycling - material,Thousand tonnes,84
2012,Lithuania,Waste generated,Thousand tonnes,"1,330"
2012,Lithuania,Waste treatment,Thousand tonnes,"1,283"
2012,Lithuania,Recycling - material,Thousand tonnes,261
2012,Luxembourg,Waste generated,Thousand tonnes,346
2012,Luxembourg,Waste treatment,Thousand tonnes,346
2012,Luxembourg,Recycling - material,Thousand tonnes,96
2012,Hungary,Waste generated,Thousand tonnes,"3,988"
2012,Hungary,Waste treatment,Thousand tonnes,"3,988"
2012,Hungary,Recycling - material,Thousand tonnes,832
2012,Malta,Waste generated,Thousand tonnes,248
2012,Malta,Waste treatment,Thousand tonnes,232
2012,Malta,Recycling - material,Thousand tonnes,19
2012,Netherlands,Waste generated,Thousand tonnes,"9,203"
2012,Netherlands,Waste treatment,Thousand tonnes,"9,202"
2012,Netherlands,Recycling - material,Thousand tonnes,"2,196"
2012,Austria,Waste generated,Thousand tonnes,"4,883"
2012,Austria,Waste treatment,Thousand tonnes,"4,718"
2012,Austria,Recycling - material,Thousand tonnes,"1,168"
2012,Poland,Waste generated,Thousand tonnes,"12,084"
2012,Poland,Waste treatment,Thousand tonnes,"9,582"
2012,Poland,Recycling - material,Thousand tonnes,"1,244"
2012,Portugal,Waste generated,Thousand tonnes,"4,766"
2012,Portugal,Waste treatment,Thousand tonnes,"4,766"
2012,Portugal,Recycling - material,Thousand tonnes,549
2012,Romania,Waste generated,Thousand tonnes,"5,044"
2012,Romania,Waste treatment,Thousand tonnes,"4,261"
2012,Romania,Recycling - material,Thousand tonnes,165
2012,Slovenia,Waste generated,Thousand tonnes,744
2012,Slovenia,Waste treatment,Thousand tonnes,639
2012,Slovenia,Recycling - material,Thousand tonnes,270
2012,Slovakia,Waste generated,Thousand tonnes,"1,657"
2012,Slovakia,Waste treatment,Thousand tonnes,"1,600"
2012,Slovakia,Recycling - material,Thousand tonnes,140
2012,Finland,Waste generated,Thousand tonnes,"2,738"
2012,Finland,Waste treatment,Thousand tonnes,"2,738"
2012,Finland,Recycling - material,Thousand tonnes,589
2012,Sweden,Waste generated,Thousand tonnes,"4,285"
2012,Sweden,Waste treatment,Thousand tonnes,"4,287"
2012,Sweden,Recycling - material,Thousand tonnes,"1,405"
2012,United Kingdom,Waste generated,Thousand tonnes,"30,413"
2012,United Kingdom,Waste treatment,Thousand tonnes,"29,940"
2012,United Kingdom,Recycling - material,Thousand tonnes,"8,173"
2012,Iceland,Waste generated,Thousand tonnes,164
2012,Iceland,Waste treatment,Thousand tonnes,165
2012,Iceland,Recycling - material,Thousand tonnes,39
2012,Norway,Waste generated,Thousand tonnes,"2,392"
2012,Norway,Waste treatment,Thousand tonnes,"2,343"
2012,Norway,Recycling - material,Thousand tonnes,620
2012,Switzerland,Waste generated,Thousand tonnes,"5,576"
2012,Switzerland,Waste treatment,Thousand tonnes,"5,576"
2012,Switzerland,Recycling - material,Thousand tonnes,"1,939"
2012,Montenegro,Waste generated,Thousand tonnes,307
2012,Montenegro,Waste treatment,Thousand tonnes,233
2012,Montenegro,Recycling - material,Thousand tonnes,8
2012,North Macedonia,Waste generated,Thousand tonnes,786
2012,North Macedonia,Waste treatment,Thousand tonnes,786
2012,Serbia,Waste generated,Thousand tonnes,"2,620"
2012,Serbia,Waste treatment,Thousand tonnes,"1,830"
2012,Turkey,Waste generated,Thousand tonnes,"30,786"
2012,Turkey,Waste treatment,Thousand tonnes,"25,707"
2012,Bosnia and Herzegovina,Waste generated,Thousand tonnes,"1,303"
2012,Bosnia and Herzegovina,Waste treatment,Thousand tonnes,873
2013,European Union - 28 countries,Waste generated,Thousand tonnes,"242,195"
2013,European Union - 28 countries,Waste treatment,Thousand tonnes,"236,290"
2013,European Union - 28 countries,Recycling - material,Thousand tonnes,"64,803"
2013,European Union - 27 countries (2007-2013),Waste generated,Thousand tonnes,"240,474"
2013,European Union - 27 countries (2007-2013),Waste treatment,Thousand tonnes,"234,618"
2013,European Union - 27 countries (2007-2013),Recycling - material,Thousand tonnes,"64,575"
2013,Belgium,Waste generated,Thousand tonnes,"4,867"
2013,Belgium,Waste treatment,Thousand tonnes,"4,742"
2013,Belgium,Recycling - material,Thousand tonnes,"1,539"
2013,Bulgaria,Waste generated,Thousand tonnes,"3,135"
2013,Bulgaria,Waste treatment,Thousand tonnes,"3,110"
2013,Bulgaria,Recycling - material,Thousand tonnes,787
2013,Czechia,Waste generated,Thousand tonnes,"3,228"
2013,Czechia,Waste treatment,Thousand tonnes,"3,228"
2013,Czechia,Recycling - material,Thousand tonnes,686
2013,Denmark,Waste generated,Thousand tonnes,"4,437"
2013,Denmark,Waste treatment,Thousand tonnes,"4,437"
2013,Denmark,Recycling - material,Thousand tonnes,"1,152"
2013,Germany (until 1990 former territory of the FRG),Waste generated,Thousand tonnes,"49,570"
2013,Germany (until 1990 former territory of the FRG),Waste treatment,Thousand tonnes,"49,021"
2013,Germany (until 1990 former territory of the FRG),Recycling - material,Thousand tonnes,"23,094"
2013,Estonia,Waste generated,Thousand tonnes,386
2013,Estonia,Waste treatment,Thousand tonnes,336
2013,Estonia,Recycling - material,Thousand tonnes,49
2013,Greece,Waste generated,Thousand tonnes,"5,284"
2013,Greece,Waste treatment,Thousand tonnes,"5,284"
2013,Greece,Recycling - material,Thousand tonnes,647
2013,Spain,Waste generated,Thousand tonnes,"21,184"
2013,Spain,Waste treatment,Thousand tonnes,"21,184"
2013,Spain,Recycling - material,Thousand tonnes,"3,284"
2013,France,Waste generated,Thousand tonnes,"34,176"
2013,France,Waste treatment,Thousand tonnes,"34,176"
2013,France,Recycling - material,Thousand tonnes,"7,402"
2013,Croatia,Waste generated,Thousand tonnes,"1,721"
2013,Croatia,Waste treatment,Thousand tonnes,"1,671"
2013,Croatia,Recycling - material,Thousand tonnes,228
2013,Italy,Waste generated,Thousand tonnes,"29,573"
2013,Italy,Waste treatment,Thousand tonnes,"28,538"
2013,Italy,Recycling - material,Thousand tonnes,"7,335"
2013,Cyprus,Waste generated,Thousand tonnes,533
2013,Cyprus,Waste treatment,Thousand tonnes,501
2013,Cyprus,Recycling - material,Thousand tonnes,70
2013,Latvia,Waste generated,Thousand tonnes,704
2013,Latvia,Waste treatment,Thousand tonnes,715
2013,Latvia,Recycling - material,Thousand tonnes,142
2013,Lithuania,Waste generated,Thousand tonnes,"1,280"
2013,Lithuania,Waste treatment,Thousand tonnes,"1,246"
2013,Lithuania,Recycling - material,Thousand tonnes,261
2013,Luxembourg,Waste generated,Thousand tonnes,335
2013,Luxembourg,Waste treatment,Thousand tonnes,335
2013,Luxembourg,Recycling - material,Thousand tonnes,95
2013,Hungary,Waste generated,Thousand tonnes,"3,738"
2013,Hungary,Waste treatment,Thousand tonnes,"3,738"
2013,Hungary,Recycling - material,Thousand tonnes,799
2013,Malta,Waste generated,Thousand tonnes,247
2013,Malta,Waste treatment,Thousand tonnes,230
2013,Malta,Recycling - material,Thousand tonnes,20
2013,Netherlands,Waste generated,Thousand tonnes,"8,840"
2013,Netherlands,Waste treatment,Thousand tonnes,"8,840"
2013,Netherlands,Recycling - material,Thousand tonnes,"2,112"
2013,Austria,Waste generated,Thousand tonnes,"4,905"
2013,Austria,Waste treatment,Thousand tonnes,"4,744"
2013,Austria,Recycling - material,Thousand tonnes,"1,202"
2013,Poland,Waste generated,Thousand tonnes,"11,295"
2013,Poland,Waste treatment,Thousand tonnes,"9,474"
2013,Poland,Recycling - material,Thousand tonnes,"1,499"
2013,Portugal,Waste generated,Thousand tonnes,"4,598"
2013,Portugal,Waste treatment,Thousand tonnes,"4,598"
2013,Portugal,Recycling - material,Thousand tonnes,594
2013,Romania,Waste generated,Thousand tonnes,"5,071"
2013,Romania,Waste treatment,Thousand tonnes,"4,270"
2013,Romania,Recycling - material,Thousand tonnes,215
2013,Slovenia,Waste generated,Thousand tonnes,853
2013,Slovenia,Waste treatment,Thousand tonnes,526
2013,Slovenia,Recycling - material,Thousand tonnes,239
2013,Slovakia,Waste generated,Thousand tonnes,"1,645"
2013,Slovakia,Waste treatment,Thousand tonnes,"1,502"
2013,Slovakia,Recycling - material,Thousand tonnes,108
2013,Finland,Waste generated,Thousand tonnes,"2,682"
2013,Finland,Waste treatment,Thousand tonnes,"2,682"
2013,Finland,Recycling - material,Thousand tonnes,510
2013,Sweden,Waste generated,Thousand tonnes,"4,326"
2013,Sweden,Waste treatment,Thousand tonnes,"4,328"
2013,Sweden,Recycling - material,Thousand tonnes,"1,445"
2013,United Kingdom,Waste generated,Thousand tonnes,"30,890"
2013,United Kingdom,Waste treatment,Thousand tonnes,"30,397"
2013,United Kingdom,Recycling - material,Thousand tonnes,"8,460"
2013,Iceland,Waste generated,Thousand tonnes,167
2013,Iceland,Waste treatment,Thousand tonnes,166
2013,Iceland,Recycling - material,Thousand tonnes,42
2013,Norway,Waste generated,Thousand tonnes,"2,518"
2013,Norway,Waste treatment,Thousand tonnes,"2,485"
2013,Norway,Recycling - material,Thousand tonnes,590
2013,Switzerland,Waste generated,Thousand tonnes,"5,708"
2013,Switzerland,Waste treatment,Thousand tonnes,"5,708"
2013,Switzerland,Recycling - material,Thousand tonnes,"1,919"
2013,Montenegro,Waste generated,Thousand tonnes,309
2013,Montenegro,Waste treatment,Thousand tonnes,252
